presentation_id,preliminary_level,audited_level,confidence,rationale,prompt_version
PRES_63cc937793,2,2,0.95,"Музыкальные инструменты в иконографии богов V-X вв. — обобщение по атрибутам в рамках одного периода и региона, L2.",scale-audit-v2-2026-05-25
PRES_7c19b4a74c,2,2,0.95,"Сюжеты пророчества в ранней буддийской литературе — обобщение в рамках одной традиции (ранний буддизм), L2.",scale-audit-v2-2026-05-25
PRES_7d9d4fa5de,2,1,0.9,"Заголовок обещает обобщение о семантике терминологии родства в малых дравидийских языках, что является обобщением уровня группы языков, но не выходит за рамки L2. Однако 'малые дравидийские языки' — это конкретная группа, а не вся традиция или регион; когнитивные аспекты — это подход, а не широкая рамка. Согласно правилу, 'названия страны, региона, языка, эпохи или традиции сами по себе НЕ выводят доклад из L1'. Здесь указана группа языков, что ближе к L1, так как это ограниченный объект. Повышение до L2 ошибочно.",scale-audit-v2-2026-05-25
PRES_8d99375954,2,1,0.85,"Сравнительный анализ образов сакрального в тамильских храмовых мифах и в сказах П. П. Бажова — это сопоставление двух ограниченных объектов (одна традиция и один автор). Это не обобщение целой традиции или региона, а конкретное сравнение. L1.",scale-audit-v2-2026-05-25
PRES_a61c28b64e,2,1,0.8,"Культ Рудры-Кхандобы в исследованиях Г. Д. Зонтхаймера и его индоевропейские параллели — это сравнение одного культа с индоевропейскими параллелями. Хотя 'индоевропейские параллели' могут намекать на широкую рамку, заголовок фокусируется на конкретном культе и одном исследователе. Это не обобщение целой традиции, а локальный сюжет с сопоставлением. L1.",scale-audit-v2-2026-05-25
PRES_d78288c37d,2,1,0.9,"Мантра и сутра как форма построения ведийских текстов — это обобщение о форме построения ведийских текстов, но 'ведийские тексты' — это конкретная традиция, а не широкая рамка. Согласно правилу, обзор одной традиции остается L2, но здесь заголовок не обещает обобщения о всей традиции, а лишь о форме построения. Это ближе к L1, так как рассматривается конкретное языковое явление (форма построения) в рамках одной традиции.",scale-audit-v2-2026-05-25
PRES_f0885a4f14,2,1,0.85,"Индуистская тантрическая телеология — это обобщение о тантрической телеологии в рамках индуизма, что является обобщением уровня традиции. Однако 'индуистская тантрическая' — это конкретная подтрадиция, а не вся традиция. Заголовок не обещает широкой рамки, а скорее описывает один концепт. L1.",scale-audit-v2-2026-05-25
PRES_0285ee0cb7,2,1,0.9,"Традиция «Лалитавистары» и ее истоки. Новые наблюдения — это исследование одной традиции (Лалитавистара) и ее истоков. Это конкретный текст и его истоки, а не обобщение целой традиции. L1.",scale-audit-v2-2026-05-25
PRES_26341e4a7b,2,1,0.85,"«Видимый» и «невидимый» мир в теоретико-культурном дискурсе Древней Индии — это обобщение о дискурсе Древней Индии, но 'теоретико-культурный дискурс' — это подход, а не широкая рамка. Древняя Индия — это регион, но согласно правилу, название региона само по себе не выводит из L1. Заголовок не обещает обобщения о всей традиции, а скорее о концепте в рамках дискурса. L1.",scale-audit-v2-2026-05-25
PRES_390fabcbab,2,2,0.9,"Тибетский принцип чой-йон и его значение для тибето-цинских отношений — это обобщение о принципе и его значении для исторических отношений между Тибетом и Цинской империей. Это обобщение уровня исторического процесса, что соответствует L2. Повышение верно.",scale-audit-v2-2026-05-25
PRES_5b31649829,2,1,0.85,"Тантрическая традиция в искусстве индийского модернизма — это обобщение о тантрической традиции в контексте индийского модернизма. 'Индийский модернизм' — это конкретное направление, а не вся традиция. Заголовок не обещает обобщения о целой традиции, а скорее о пересечении двух ограниченных объектов. L1.",scale-audit-v2-2026-05-25
PRES_9ecbe3104e,2,1,0.9,"Имперская идея или этнический стереотип? Концепт «монгол» в первой половине XIII в — это исследование концепта 'монгол' в конкретный исторический период. Это обобщение уровня исторической линии, но 'концепт' — это один термин, а не широкий процесс. Согласно правилу, 'один концепт у двух названных мыслителей' — L1, здесь концепт в рамках одного периода. L1.",scale-audit-v2-2026-05-25
PRES_0666b2366b,2,1,0.85,"«Религия Человека»: свобода и традиция в философствовании Рабиндраната Тагора — это исследование философствования одного мыслителя. Это конкретный автор, L1.",scale-audit-v2-2026-05-25
PRES_2cf93e8bf4,2,1,0.9,"Эстетика религиозной драмы: теория и практика драмы в контексте бенгальского вайшнавизма — это обобщение теории и практики драмы в контексте бенгальского вайшнавизма. Бенгальский вайшнавизм — это конкретная традиция, а не широкая рамка. Заголовок не обещает обобщения о всей традиции, а скорее о драме в рамках одной подтрадиции. L1.",scale-audit-v2-2026-05-25
PRES_32ded99bdf,2,2,0.9,"О предмете индийской философии — это обобщение о предмете индийской философии в целом, что является обобщением уровня целой традиции. L2 верно.",scale-audit-v2-2026-05-25
PRES_49cd2d08bb,2,1,0.85,"Элементы шаманских практик в воинских традициях Индии — это обобщение о шаманских практиках в воинских традициях Индии. 'Воинские традиции Индии' — это конкретный класс явлений, но не вся традиция. Заголовок не обещает обобщения о всей индийской традиции, а скорее о пересечении двух ограниченных объектов. L1.",scale-audit-v2-2026-05-25
PRES_5dbf69741d,2,1,0.9,"Трансформации культурной идентичности парсов Бомбея — это обобщение о трансформациях идентичности парсов в одном городе. Это конкретная группа и локальный процесс, L1.",scale-audit-v2-2026-05-25
PRES_5e65d5094d,2,2,0.9,"Двести лет санскритской лексикографии (1819‒2019) — это обзор двухсот лет санскритской лексикографии, что является обобщением уровня исторической линии в рамках одной традиции. L2 верно.",scale-audit-v2-2026-05-25
PRES_69a8bd7229,2,1,0.85,"Основные сюжеты и персонажи индийского театра теней — это обзор основных сюжетов и персонажей целого вида театра. 'Индийский театр теней' — это конкретный вид театра, а не вся традиция. Заголовок не обещает обобщения о всей индийской культуре, а скорее о конкретном жанре. L1.",scale-audit-v2-2026-05-25
PRES_6afe58ed13,2,1,0.9,"Серайкела, Майюрбхандж, Пурулиа: феномен чхау на плато Чхота Нагпур (Восточная Индия) — это исследование феномена чхау в конкретном регионе. Это обобщение регионального процесса, но регион ограничен (плато Чхота Нагпур), что ближе к L1. Согласно правилу, 'обзор одного региона' остается L2, но здесь регион очень конкретный, и заголовок фокусируется на трех локациях. L1.",scale-audit-v2-2026-05-25
PRES_b3d5e8155e,2,1,0.85,"Поэзия народов мунда — это обзор поэзии целой группы народов. 'Народы мунда' — это конкретная языковая группа, а не широкая традиция. Заголовок не обещает обобщения о всей индийской культуре, а скорее о конкретной группе. L1.",scale-audit-v2-2026-05-25
PRES_e1d74ec461,2,1,0.9,"Прием лейтмотива в классической индийской поэзии — это обзор приема в классической индийской поэзии. 'Классическая индийская поэзия' — это конкретный жанр, а не вся традиция. Заголовок не обещает обобщения о всей индийской культуре, а скорее о литературном приеме. L1.",scale-audit-v2-2026-05-25
PRES_e7a6d5efa9,2,1,0.9,"Заголовок обещает историю одного понятия (nirodha) в буддийской философии. Это конкретный термин, а не обобщение целой традиции или школы. История понятия — это L1.",scale-audit-v2-2026-05-25
PRES_f72bae1c5e,2,2,0.9,"Заголовок явно обещает обзор языков и нарративов на Маврикии, что является региональным процессом. Это соответствует L2.",scale-audit-v2-2026-05-25
PRES_17e399955c,2,1,0.9,"Заголовок обещает анализ места одного конкретного текста в структуре канона и истории философии. Это конкретный текст, а не обобщение целой традиции. L1.",scale-audit-v2-2026-05-25
PRES_1d811c4689,2,2,0.9,"Заголовок обещает историю индологии в России, что является обзором целой дисциплины в рамках одной страны. Это региональный процесс, L2.",scale-audit-v2-2026-05-25
PRES_e41ac61c54,2,2,0.9,"Заголовок обещает обзор поэтических форм целой традиции (средневековое тамильское бхакти). Это обобщение о традиции, L2.",scale-audit-v2-2026-05-25
PRES_2825d66667,2,2,0.9,"Заголовок обещает обобщение о релевантности истории для современного индийского общества. Это обобщение в рамках одной традиции/региона, L2.",scale-audit-v2-2026-05-25
PRES_3e16a82f3c,2,2,0.9,"Заголовок обещает рассмотрение Абхидхармы как когнитивной стратегии, что является обобщением целой традиции. L2.",scale-audit-v2-2026-05-25
PRES_6c55861922,2,2,0.9,"Заголовок обещает обсуждение бессмертия в индуистском тантризме, что является обобщением целой традиции. L2.",scale-audit-v2-2026-05-25
PRES_920d574dbd,2,2,0.9,"Заголовок обещает сравнение обрядов и представлений Южной Азии, что является региональным процессом. L2.",scale-audit-v2-2026-05-25
PRES_9a4fc39037,2,2,0.9,"Заголовок обещает обсуждение концептуального средства для изучения индийской культуры, что является обобщением о целой культуре. L2.",scale-audit-v2-2026-05-25
PRES_c21cf157cd,2,2,0.9,Заголовок обещает обобщение о сравнениях в целой традиции (индийская философская литература). L2.,scale-audit-v2-2026-05-25
PRES_fb18f5b018,2,2,0.9,"Заголовок обещает обсуждение парадокса с привлечением компаративной онтологии, что является обобщением методологического подхода. L2.",scale-audit-v2-2026-05-25
PRES_15b5fbdc83,3,3,0.9,"Заголовок явно заявляет сравнение двух цивилизационных эпистемических культур (индийской и западной), что является глобальной рамкой. L3.",scale-audit-v2-2026-05-25
PRES_215f0bcf2e,2,2,0.9,"Заголовок обещает анализ буддийского дискурса в политике императора, что является региональным процессом. L2.",scale-audit-v2-2026-05-25
PRES_33bcacf231,2,2,0.9,"Заголовок обещает обобщение о смене парадигмы в структуре математических сочинений, что является обобщением класса явлений. L2.",scale-audit-v2-2026-05-25
PRES_492441fb51,2,2,0.9,"Заголовок обещает обобщение о небывальщинах и парадоксах в древнеиндийской поэзии, что является обобщением класса явлений. L2.",scale-audit-v2-2026-05-25
PRES_52e54251ce,2,2,0.9,"Заголовок обещает обсуждение опыта применения интертекстуального подхода, что является методологической рамкой. L2.",scale-audit-v2-2026-05-25
PRES_5e3f146897,2,2,0.9,"Заголовок обещает обобщение о небывальщинах и парадоксах в средневековой поэзии, что является обобщением класса явлений. L2.",scale-audit-v2-2026-05-25
PRES_838219a1ee,2,2,0.9,"Заголовок обещает обобщение о способах изображения животных в литературной джатаке, что является обобщением класса явлений. L2.",scale-audit-v2-2026-05-25
PRES_8c8a78a7c6,2,2,0.9,"Заголовок обещает обобщение о моделях мотивации понятий в дравидийских языках, что является обобщением класса явлений. L2.",scale-audit-v2-2026-05-25
PRES_d0e5bdbfaa,2,1,0.9,"Заголовок 'Отражение монгольских имперских идей в тибетской историографии' указывает на конкретный текст или ограниченную группу текстов (тибетская историография), а не на обобщение целой традиции. LX Рериховские чтения — конференция, не расширяющая рамку. Это L1.",scale-audit-v2-2026-05-25
PRES_179141844a,2,1,0.9,"Заголовок 'Ведийский ритуал Ваджапея: древняя традиция и современная практика' описывает один конкретный ритуал, а не обобщение всей ведийской традиции. Это L1.",scale-audit-v2-2026-05-25
PRES_27da90a665,2,1,0.9,"Заголовок 'Неопознанные индоевропейские мотивы в санскритском эпосе' говорит о поиске конкретных мотивов в одном корпусе текстов (санскритский эпос), а не об обобщении традиции. Это L1.",scale-audit-v2-2026-05-25
PRES_6d9f21c9ed,2,1,0.9,"Заголовок 'Кофейная Одиссея Индии' метафоричен и не обещает обобщения о целой традиции или процессе. Скорее всего, это конкретный исторический или культурный сюжет. Это L1.",scale-audit-v2-2026-05-25
PRES_7a34c63764,2,2,0.8,Заголовок 'Инклюзивизм в индийской культуре и его ведийские истоки' явно обещает обобщение о целой культурной традиции (индийская культура) с указанием на истоки. Это L2.,scale-audit-v2-2026-05-25
PRES_af42ca8e9f,3,3,0.9,"Заголовок 'Мифы об Индии: 2400 лет «фейковой индологии»' заявляет глобальную цивилизационную рамку, охватывающую 2400 лет и всю историю индологии. Это L3.",scale-audit-v2-2026-05-25
PRES_af4d11c92c,2,2,0.8,Заголовок 'Искусство протеста. Политический театр в Индии: истоки и развитие' обещает обобщение о целом жанре (политический театр) в рамках одной страны (Индия). Это L2.,scale-audit-v2-2026-05-25
PRES_e657e5f36b,2,1,0.9,"Заголовок 'Интеллектуальная история модернизма: Стелла Крамриш и индийский авангард' фокусируется на одной фигуре (Стелла Крамриш) и ее связи с индийским авангардом, что является конкретным сюжетом, а не обобщением школы или направления. Это L1.",scale-audit-v2-2026-05-25
PRES_f1d3968b9f,2,1,0.9,Заголовок 'Опыт построения словаря-тезауруса древнеиндийской лингвистической терминологии (на материале грамматики Панини)' описывает создание одного конкретного словаря на материале одного текста (грамматика Панини). Это L1.,scale-audit-v2-2026-05-25
PRES_5092113c15,2,1,0.9,"Заголовок '«Культурологический поворот» в исследованиях Ю.Н. Рериха и Л.Н. Гумилёва' сравнивает подходы двух конкретных исследователей, что является сопоставлением ограниченных объектов. Это L1.",scale-audit-v2-2026-05-25
PRES_71a1ef7771,2,2,0.8,Заголовок 'Особенности представлений о творении вселенной и ее истории в пуранах' обещает обобщение о целом классе текстов (пураны) и их космологических представлениях. Это L2.,scale-audit-v2-2026-05-25
PRES_a8e1d07658,3,3,0.9,"Заголовок 'Скифский язык, топонимы Скифии и Центральной Азии, индоевропейские языки: культурные заимствования из Индии и культур древнего Понта Эвксинского' заявляет глобальную межрегиональную рамку, сравнивая несколько языковых и культурных ареалов. Это L3.",scale-audit-v2-2026-05-25
PRES_c193a1cc2e,2,2,0.8,Заголовок 'Мотивационные доминанты как «система ожидания» в санскритском и палийском повествовании' обещает обобщение о повествовательных традициях двух крупных корпусов текстов (санскритский и палийский). Это L2.,scale-audit-v2-2026-05-25
PRES_147249ddf0,2,2,0.8,Заголовок 'Формирование понятия пустоты в ранней махаяне' обещает обобщение о развитии ключевого понятия в целой традиции (ранняя махаяна). Это L2.,scale-audit-v2-2026-05-25
PRES_4f574144dd,2,1,0.9,"Заголовок 'Живое древо религий М. К. Ганди' фокусируется на религиозных взглядах одного конкретного мыслителя (Ганди), что является конкретным сюжетом. Это L1.",scale-audit-v2-2026-05-25
PRES_51d1870035,2,2,0.8,"Заголовок 'Фольклор европейских рома (цыган) и мифы индийских племен' обещает сравнение двух традиций (фольклор цыган и мифы индийских племен), что является обобщением уровня традиции. Это L2.",scale-audit-v2-2026-05-25
PRES_6c80b6dbcb,2,2,0.8,Заголовок 'Особенности тантрического аскетизма' обещает обобщение о целой традиции (тантрический аскетизм). Это L2.,scale-audit-v2-2026-05-25
PRES_7ea08762c7,3,2,0.9,"Заголовок 'Буддизм и война: исторический обзор' описывает исторический обзор одной традиции (буддизм) в отношении одной темы (война). Согласно инструкции, обзор одной традиции остается L2, даже если охватывает длительное время. Это L2.",scale-audit-v2-2026-05-25
PRES_a0892f70d1,2,2,0.8,Заголовок 'Отличительные особенности и характерные черты индийских мифологических сериалов на сюжет' обещает обобщение о целом жанре (индийские мифологические сериалы). Это L2.,scale-audit-v2-2026-05-25
PRES_a48c051ad5,3,2,0.9,"Заголовок 'Буддийский Ренессанс в Южной Азии конец XIX – сер. XX века: история и перспективы' описывает исторический обзор одного региона (Южная Азия) и одной традиции (буддизм). Согласно инструкции, это L2, так как нет внешней сравнительной рамки.",scale-audit-v2-2026-05-25
PRES_aa72a4b214,2,1,0.85,"Заголовок указывает на интерпретацию истории Индии одним мыслителем (Свами Вивекананда), что является частным кейсом, а не обобщением целой традиции или школы. Уровень L1.",scale-audit-v2-2026-05-25
PRES_b0e971446f,2,2,0.9,"Рассмотрение проблемы зла и концепции лилавады в рамках целой традиции кашмирского шиваизма — обобщение уровня традиции, L2.",scale-audit-v2-2026-05-25
PRES_b5e87eb0bb,2,1,0.8,"Обобщение о понимании войны в средневековой Южной Индии на основе одной поэмы — это частный случай, а не региональный процесс. Уровень L1.",scale-audit-v2-2026-05-25
PRES_bda295c85a,2,2,0.9,"Учение Ошо как синтез западной философии и восточной медитации — обобщение уровня традиции, L2.",scale-audit-v2-2026-05-25
PRES_c6ce1e5635,2,2,0.9,"Тема женщин-гуру в текстах индуистского тантризма — обобщение в рамках целой традиции, L2.",scale-audit-v2-2026-05-25
PRES_cb7f41abaa,2,2,0.9,"Философский подход к Вьякаране как методологии синтеза речи — обобщение уровня традиции, L2.",scale-audit-v2-2026-05-25
PRES_e535f6d646,2,2,0.9,"Этапы развития тамильского языкового пуризма — процесс уровня традиции, L2.",scale-audit-v2-2026-05-25
PRES_f71b65d4d2,2,2,0.9,"Кришнаитские коды проповеди северо-индийского бхакти — обобщение в рамках традиции, L2.",scale-audit-v2-2026-05-25
PRES_224b938159,2,2,0.9,"Сравнение учения о цвете Ксенократа и теории чхави Древней Индии — обобщение межкультурного уровня, L2.",scale-audit-v2-2026-05-25
PRES_3713c953c3,2,2,0.9,"Сравнение двух традиций на примере одного языка — обобщение уровня традиций, L2.",scale-audit-v2-2026-05-25
PRES_b7e8bb27cc,2,2,0.9,"Связь текста Ашвагхоши с целым культурным периодом (Серебряный век) — обобщение, L2.",scale-audit-v2-2026-05-25
PRES_beed481e92,2,2,0.9,"Явление в классической санскритской драме в целом — обобщение, L2.",scale-audit-v2-2026-05-25
PRES_f6fa058fc3,2,2,0.9,"Обобщение по полисемии в терминологии родства в двух языковых семьях — уровень традиции, L2.",scale-audit-v2-2026-05-25
PRES_131430ee4f,3,3,0.9,"Об особенностях индийской философии на основе южноазиатской схемы рациональности — глобальная рамка, L3.",scale-audit-v2-2026-05-25
PRES_20e3bfece1,2,2,0.9,"Сравнение образов женщин-мистиков в тамильской литературе и суфизме — обобщение на уровне традиций, L2.",scale-audit-v2-2026-05-25
PRES_42ff807ebd,3,3,0.9,"Переоценка методологических подходов к индийской философии — глобальная методологическая рамка, L3.",scale-audit-v2-2026-05-25
PRES_4d66fa9608,2,2,0.9,"Поиск нормативной этики в традиционных текстах мыслителями Бенгальского Возрождения — обобщение на уровне школы, L2.",scale-audit-v2-2026-05-25
PRES_8190df6ab4,2,2,0.9,"Прадравидийская реконструкция — обобщение уровня языковой семьи, L2.",scale-audit-v2-2026-05-25
PRES_abbc19de8a,2,2,0.9,"Типология аскетов по санскритским источникам — обобщение класса явлений, L2.",scale-audit-v2-2026-05-25
PRES_ca363493ba,2,2,0.9,"Обобщение о категории и жанре в целой традиции древнеиндийской поэтики, L2.",scale-audit-v2-2026-05-25
PRES_d87a94d8a6,2,1,0.9,"Заголовок обещает обобщение о философской компаративистике конкретного автора (В. Хальбфасс). Хотя это направление, фокус на одном авторе делает его L1.",scale-audit-v2-2026-05-25
PRES_efa28cdcf3,2,2,0.8,"Заголовок обещает обобщение об антропологии куклы в индийском контексте, что является обобщением о целой традиции (индийская кукла). L2 верен.",scale-audit-v2-2026-05-25
PRES_3b994db7ef,2,2,0.8,"Заголовок обещает обобщение о направлении в японской буддологии (исследования древнеиндийских текстов). Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_48997b3d72,2,2,0.8,"Заголовок обещает обобщение о культе корзины и смене религиозной парадигмы в Древней Индии. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_b57a66fc22,2,2,0.8,"Заголовок обещает обобщение о гималайской культуре, буддизме и философии перенниализма через призму европейских исследователей. Хотя темы широки, рамка ограничена взглядами европейских исследователей, что не выводит на L3. L2 верен.",scale-audit-v2-2026-05-25
PRES_edcdc9e33a,2,2,0.8,"Заголовок обещает обобщение о социоскрипторной ситуации в Древней Индии. Это обобщение уровня целой традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_2e44fd3b07,2,2,0.8,"Заголовок обещает обобщение о гадании в Махабхарате с индоиранским и индоевропейским фоном. Это сравнение традиций, но в рамках одного сюжета, что является L2.",scale-audit-v2-2026-05-25
PRES_4204d1cf31,2,2,0.8,"Заголовок обещает обобщение о суфизме в Индии (истоки и течения). Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_6024934b6c,2,2,0.8,"Заголовок обещает сравнение двух философских систем (адвайта-ишваравада) на материале комментариев. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_6b13d39224,2,2,0.8,"Заголовок обещает обобщение буддийской позиции по эвтаназии. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_6f76cd7bf3,2,2,0.8,"Заголовок обещает обобщение о поведенческих стереотипах сикхов. Это обобщение уровня целой общины, L2 верен.",scale-audit-v2-2026-05-25
PRES_8778dfa9e3,2,2,0.8,"Заголовок обещает обобщение о роли Махабхараты как текста культурной памяти. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_91ce32f17e,3,2,0.8,"Заголовок обещает связь философских универсалий и варно-кастовой системы в Индии. Хотя это широкая тема, она ограничена Индией, без внешней сравнительной рамки. L3 не обоснован, следует понизить до L2.",scale-audit-v2-2026-05-25
PRES_92abfea9fd,2,2,0.8,"Заголовок обещает сравнение авестийской и ведической традиций по теме вредных существ. Это сравнение двух традиций, L2 верен.",scale-audit-v2-2026-05-25
PRES_963b9bd836,3,2,0.8,"Заголовок обещает размышление о представлении истории индийской философии западному читателю. Хотя это методологическая рамка, она ограничена одной традицией (индийская философия) и одной книгой. L3 не обоснован, следует понизить до L2.",scale-audit-v2-2026-05-25
PRES_a610f81125,2,2,0.8,"Заголовок обещает обобщение о гендерном аспекте традиции каввали. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_ccb5812059,2,2,0.8,"Заголовок обещает сравнение двух сюжетов из разных традиций (Ситы и Елены). Это сравнение ограниченных объектов, L2 верен.",scale-audit-v2-2026-05-25
PRES_ebac2cd6d5,2,2,0.8,"Заголовок обещает обобщение о джайнских храмах в контексте развития скальной архитектуры Индии. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_f18f8d1465,2,2,0.8,"Заголовок обещает обобщение о моделях интерпретации телесности в хатха-йоге. Это обобщение уровня традиции, L2 верен.",scale-audit-v2-2026-05-25
PRES_f30b06bf41,2,2,0.8,"Заголовок обещает обобщение о литературе хинди как предмете школьной программы в Индии. Это обобщение уровня системы образования, L2 верен.",scale-audit-v2-2026-05-25
PRES_ff586f57a2,3,1,0.9,"Заголовок 'Развертка, свертка и смысл в индийской философии' не содержит явной цивилизационной или глобальной рамки. Это обсуждение концептов в рамках одной традиции (индийская философия), что соответствует L1.",scale-audit-v2-2026-05-25
PRES_05234eac69,2,2,0.95,"Заголовок явно обещает сравнение сюжетов из двух разных традиций (древнеиндийский эпос и древнегреческие сюжеты), что является обобщением уровня мотива и выходит за рамки одного локального сюжета. Соответствует L2.",scale-audit-v2-2026-05-25
PRES_1e29140cc1,2,2,0.9,"Заголовок обещает обобщение о планиметрических моделях в санскритских трактатах и стенописи Аджанты, что охватывает целую традицию (санскритские трактаты по искусству) и конкретный памятник. Это обобщение уровня традиции, L2.",scale-audit-v2-2026-05-25
PRES_3fc20c5385,2,2,0.9,"Заголовок сравнивает три явления (культ корзины, аягапатта, алтарь) для вывода о смене религиозной парадигмы в Древней Индии. Это обобщение уровня традиции (Древняя Индия), L2.",scale-audit-v2-2026-05-25
PRES_48742ecace,2,2,0.9,"Заголовок обещает обобщение принципов различения поэтических украшений в индийских классификациях, что охватывает целую традицию (индийские классификации аланкар). L2.",scale-audit-v2-2026-05-25
PRES_55975781a7,2,2,0.9,"Заголовок обещает обобщение о происхождении варны кшатриев с привлечением археологии и петроглифики, что является обобщением уровня традиции (индоарийская традиция). L2.",scale-audit-v2-2026-05-25
PRES_7522e9718b,3,2,0.9,"Заголовок 'Многообразие культурных традиций и влияний в средневековой Индии' описывает обзор одной традиции (средневековая Индия) без внешней сравнительной рамки. Это L2, а не L3.",scale-audit-v2-2026-05-25
PRES_959566c64e,2,2,0.9,"Заголовок обещает обобщение об обрядах 'жизненного цикла' скульптуры по материалам пуран, что охватывает целую традицию (пураны). L2.",scale-audit-v2-2026-05-25
PRES_9c0c80bea0,2,2,0.9,"Заголовок обещает обобщение о традиционных индийских классификациях, что является обобщением уровня традиции. L2.",scale-audit-v2-2026-05-25
PRES_9c6f0c2111,2,2,0.9,"Заголовок 'Буддизм в Восточном Туркестане' описывает региональный процесс, что соответствует L2.",scale-audit-v2-2026-05-25
PRES_08bb9a5fc1,2,2,0.9,Заголовок обещает обобщение о роли школы крама в структуре целой философской традиции (кашмирский шиваизм). L2.,scale-audit-v2-2026-05-25
PRES_2e4095c747,2,2,0.9,"Заголовок обещает обобщение о науке абхидхармы в буддийской ментальной традиции средневековой Индии, что является обобщением уровня традиции. L2.",scale-audit-v2-2026-05-25
PRES_388115cd35,2,2,0.9,"Заголовок обещает обобщение внешних и внутренних связей индийского фольклора по данным каталога, что является обобщением уровня традиции. L2.",scale-audit-v2-2026-05-25
PRES_6a8a61bed8,2,2,0.9,"Заголовок сравнивает два произведения (Према Рамаяна и Шри Ситарама-чаритра-дарпана) в контексте современной литературы на бходжпури и майтхили, что является обобщением в рамках жанра. L2.",scale-audit-v2-2026-05-25
PRES_7dd0a5eda6,2,2,0.9,"Заголовок сравнивает мифы дравидийских племён для обобщения контактов дравидов и мунда, что является обобщением уровня традиции. L2.",scale-audit-v2-2026-05-25
PRES_d430ebee9d,2,2,0.9,"Заголовок ставит вопрос об определении тантры/тантризма в современной тантрологии, что является обобщающим уровнем. L2.",scale-audit-v2-2026-05-25
PRES_dbb04a69cb,2,2,0.9,"Заголовок обсуждает понятия 'канон' и 'классика' в контексте древнеиндийской литературы, что является обобщающим уровнем. L2.",scale-audit-v2-2026-05-25
PRES_dd20529d15,2,2,0.95,"Заголовок обещает сравнительный анализ двух игровых систем сквозь призму индуистской и буддийской тантры, что является обобщением двух традиций. L2.",scale-audit-v2-2026-05-25
PRES_2819d33fcb,2,2,0.9,"Заголовок обещает обобщение об индийских шастрах с точки зрения современной методологии познания, что является обобщением уровня традиции. L2.",scale-audit-v2-2026-05-25
PRES_473de19d13,2,2,0.9,"Заголовок обещает обобщение эволюции архитектуры джайнских пещерных храмов Махараштры в контексте скального зодчества Индии, что является обобщением уровня региона и традиции. L2.",scale-audit-v2-2026-05-25
PRES_5c9e286081,3,1,0.85,"Заголовок обещает глобальную рамку 'Восток-Запад', но это скорее риторический приём; реальное содержание, вероятно, ограничено сравнением индийской и западной философии сознания, что не выходит за рамки сопоставления ограниченных объектов (L1).",scale-audit-v2-2026-05-25
PRES_818e4652db,2,2,0.9,"Заголовок явно обещает обобщение о целой этнорелигиозной картине уйгуров за несколько веков, что соответствует L2.",scale-audit-v2-2026-05-25
PRES_a86c239aaf,2,2,0.9,"Заголовок заявляет формирование целой литературной традиции (тюркоязычной литературы Южного Кавказа) через конкретный памятник, что является обобщением уровня традиции (L2).",scale-audit-v2-2026-05-25
PRES_d767707d9d,2,2,0.9,"Заголовок обещает рассмотрение сложения имперской идеологии у средневековых монголов, что является обобщением о целой исторической линии (L2).",scale-audit-v2-2026-05-25
PRES_1c157737ea,2,2,0.9,"Заголовок обещает обобщение о системе брака в регионе Харьяна, что соответствует L2 (региональный процесс).",scale-audit-v2-2026-05-25
PRES_2026748a9a,2,1,0.8,"Заголовок фокусируется на компаративном подходе одного учёного (Поля Массон-Урселя) к индийской философии, что является анализом одного метода или концепта, а не обобщением целой школы (L1).",scale-audit-v2-2026-05-25
PRES_8a20127ede,2,2,0.9,"Заголовок обещает сравнительный аспект индийского паломничества, что является обобщением о целой традиции (L2).",scale-audit-v2-2026-05-25
PRES_a20db0593f,2,2,0.9,"Заголовок обещает обобщение о целом классе текстов (паришишты) и их датировке, что соответствует L2.",scale-audit-v2-2026-05-25
PRES_f261db19db,2,2,0.9,"Заголовок обещает обобщение о роли индийской диаспоры в пропаганде языка хинди, что является обобщением уровня традиции/процесса (L2).",scale-audit-v2-2026-05-25
PRES_f9adb6ffd3,2,1,0.85,"Заголовок ставит обобщающий вопрос о целой школе (мадхьямака), но это скорее концептуальный вопрос, а не обещание обзора всей школы; реальное содержание, вероятно, ограничено анализом одного концепта (нигилизм) в одной школе, что соответствует L1.",scale-audit-v2-2026-05-25
